Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.2885799407959,24.75733433246641,23.848705532925308,24.746225733732643,212818400
2015-01-05,23.604331970214844,24.137512513705367,23.417719712206985,24.057535347435078,257142000
2015-01-06,23.606555938720703,23.866480902659614,23.244436602442416,23.66876002975555,263188400
2015-01-07,23.93756675720215,24.037537355708736,23.70429976744142,23.815378963530524,160423600
2015-01-08,24.857311248779297,24.915072925970136,24.14862518208032,24.266370595759433,237458000
2015-01-09,24.88396453857422,25.1594404985909,24.48407871360307,25.03058821110751,214798000
2015-01-12,24.27080726623535,25.021702111984663,24.17083665569823,25.015037630606752,198603200
2015-01-13,24.48630142211914,25.059470554809714,24.195274433127043,24.755112908008694,268367600
2015-01-14,24.392995834350586,24.5462839956195,24.104189202795,24.224154956136505,195826400
2015-01-15,23.730966567993164,24.45075950194886,23.695422095851104,24.437430536762403,240056000
2015-01-16,23.54656982421875,23.89980258382863,23.371064473774545,23.777614778160455,314053200
2015-01-20,24.153064727783203,24.208604335161315,23.659872743076072,23.957564225054288,199599600
2015-01-21,24.337451934814453,24.6729098782943,24.053087776165697,24.20415554688092,194303600
2015-01-22,24.970605850219727,24.986156871263873,24.37522123820435,24.49518698408814,215185600
2015-01-23,25.099451065063477,25.27051224835846,24.777320441420887,24.94838331964957,185859200
2015-01-26,25.126117706298828,25.406037798361062,25.059471195287816,25.268298963710123,222460000
2015-01-27,24.24637222290039,24.9883823005039,24.221934658687033,24.975051641429268,382274800
2015-01-28,25.617090225219727,26.241356619791915,25.617090225219727,26.13249775937213,585908400
2015-01-29,26.414636611938477,26.479062757459737,25.67262660398177,25.841467478625958,337745600
2015-01-30,26.02808380126953,26.659012961114055,25.95921353189793,26.303559793952747,334982000
2015-02-02,26.354650497436523,26.47461623735488,25.788147591911834,26.225799913021184,250956400
2015-02-03,26.359098434448242,26.456846992487105,26.128053460560718,26.325774330486077,207662800
2015-02-04,26.561264038085938,26.77231558491817,26.283565972465485,26.32577662081883,280598800
2015-02-05,26.75084114074707,26.81552154981854,26.596946315658972,26.768682662651635,168984800
2015-02-06,26.525571823120117,26.81997816821144,26.418514196894527,26.76867933235635,174826400
2015-02-09,26.701770782470703,26.7285339137895,26.4140552094305,26.4408200423726,155559200
2015-02-10,27.214759826660156,27.243755497528635,26.799915836751758,26.802144964030965,248034000
2015-02-11,27.85263442993164,27.861556041891518,27.321811280495048,27.382030034194866,294247200
2015-02-12,28.20503807067871,28.432534983103945,28.006536830368347,28.11582362858301,297898000
2015-02-13,28.34331703186035,28.387923396573573,28.024376589451972,28.387923396573573,217088800
2015-02-17,28.51059341430664,28.74478108280103,28.307630541395007,28.43476055244586,252609600
2015-02-18,28.709091186523438,28.722472753990044,28.425835529907648,28.465981933931005,179566800
2015-02-19,28.64887237548828,28.778233207175422,28.622109239017583,28.655563159605954,149449600
2015-02-20,28.8830623626709,28.8830623626709,28.559661958950734,28.686790270703884,195793600
2015-02-23,29.663677215576172,29.663677215576172,28.91874057446043,28.999033370722678,283896400
2015-02-24,29.478561401367188,29.797503500842662,29.255526205711917,29.650299454930902,276912400
2015-02-25,28.724700927734375,29.351432677017822,28.581958540748293,29.34250936350478,298846800
2015-02-26,29.088253021240234,29.188618189719218,28.238489376472206,28.72470452313577,365150000
2015-02-27,28.651105880737305,29.12171033143034,28.60203786003965,28.9945786223735,248059200
2015-03-02,28.79161262512207,29.057025052791815,28.61541631777035,28.82729907324928,192386800
2015-03-03,28.851837158203125,28.88752361137346,28.568581466440758,28.762624428524774,151265200
2015-03-04,28.6689453125,28.896442186882158,28.61988069571888,28.79384789282073,126665200
2015-03-05,28.193885803222656,28.71578745356034,28.048912555365348,28.67787187074925,226068400
2015-03-06,28.236255645751953,28.854062393731382,28.160424495428032,28.637717980030118,291368400
2015-03-09,28.35669708251953,28.89867442434371,27.892783427198985,28.539585890648485,354114000
2015-03-10,27.770112991333008,28.37453817397716,27.611758204879983,28.193880208039282,275426400
2015-03-11,27.263822555541992,27.8281013430904,27.234828591930793,27.823641387774657,275756000
2015-03-12,27.756732940673828,27.857099812428256,27.127773677182876,27.2794376975379,193450800
2015-03-13,27.56492042541504,27.96861530732183,27.33965609143995,27.74558010024849,207309200
2015-03-16,27.86824607849121,27.86824607849121,27.40433418037639,27.629598495237378,143497200
2015-03-17,28.334386825561523,28.396836397870313,28.024368090440596,28.0801268802339,204092400
2015-03-18,28.65333366394043,28.80722850316116,28.184960063870278,28.32547163340424,261083600
2015-03-19,28.436986923217773,28.82729850843841,28.414683744387002,28.715780912661085,183238000
2015-03-20,28.080127716064453,28.63771392897136,27.91508216981804,28.604260015398168,274780400
2015-03-23,28.3723087310791,28.515051128701085,28.218413892358317,28.352236379049575,150838800
2015-03-24,28.25633430480957,28.557429828386248,28.22733863538643,28.376773535214518,131369200
2015-03-25,27.518075942993164,28.28531739650257,27.518075942993164,28.222867827332855,206620800
2015-03-26,27.70989227294922,27.85263466225091,27.3441146876607,27.379801135797873,190291600
2015-03-27,27.489089965820312,27.812490343592277,27.41325881028015,27.783496378525207,158184800
2015-03-30,28.184959411621094,28.191650195497832,27.65636536425211,27.66751780512906,188398800
2015-03-31,27.752273559570312,28.211725585913857,27.73666116163506,28.12251115415937,168362400
2015-04-01,27.71212387084961,27.90616510933058,27.45563304801804,27.839253868027196,162485600
2015-04-02,27.950769424438477,28.00429739259133,27.698740276996347,27.886089016343043,128880400
2015-04-06,28.403532028198242,28.439218476535938,27.729966481247576,27.761191272731303,148776000
2015-04-07,28.104665756225586,28.575268458173554,28.09797497255016,28.468212516119703,140049200
2015-04-08,28.013219833374023,28.191648667996017,27.872708274705047,28.06897863149046,149316800
2015-04-09,28.227336883544922,28.231798540851795,27.803571327071094,28.06898208162467,129936000
2015-04-10,28.347776412963867,28.372310423545866,27.937392420726322,28.09128556700355,160752000
2015-04-13,28.29201889038086,28.675641464002826,28.23849091105807,28.631031694923568,145460400
2015-04-14,28.16934585571289,28.3901502226733,28.08236226564899,28.325469811821563,102098400
2015-04-15,28.276403427124023,28.354465409679758,28.1046670655014,28.19388148911807,115881600
2015-04-16,28.140350341796875,28.347773142664174,28.126968774522698,28.16488434954854,113476000
2015-04-17,27.823638916015625,28.13365768243695,27.75895850913028,28.00206774201819,207828000
2015-04-20,28.459293365478516,28.575270929671763,27.91731771978738,28.006532146964158,188217200
2015-04-21,28.305397033691406,28.5931109339447,28.25186736244214,28.570809456692718,129740400
2015-04-22,28.68678855895996,28.74254736328277,28.173808580164312,28.32324176735976,150618000
2015-04-23,28.920976638793945,29.08825305419757,28.579733023630347,28.615419475695823,183083600
2015-04-24,29.05702018737793,29.13508385417906,28.82283259022097,29.103859068107898,178103600
2015-04-27,29.585617065429688,29.692676408679905,29.25106427507844,29.509785916396012,387816800
2015-04-28,29.119476318359375,30.00715549653363,28.898673639710793,29.989315674685976,475696000
2015-04-29,28.691251754760742,29.34920500040265,28.615420593594695,29.030266256132062,253544400
2015-04-30,27.912860870361328,28.69125338831198,27.785730850514806,28.69125338831198,332781600
2015-05-01,28.760387420654297,29.02357071775286,27.946310328523392,28.124737461725672,234050400
2015-05-04,28.70462417602539,29.121702236013707,28.606488161910494,28.883052983211893,203953200
2015-05-05,28.05782699584961,28.64886887568983,28.053365339233785,28.58195763943982,197085600
2015-05-06,27.881628036499023,28.26970876918357,27.513619653025216,28.227331540907524,288564000
2015-05-07,28.054086685180664,28.23773942450763,27.776366574993446,27.944341703965602,175763600
2015-05-08,28.582651138305664,28.582651138305664,28.244460703036083,28.372121744216695,222201600
2015-05-11,28.29149055480957,28.569208952019615,28.136952891723745,28.531135000130202,168143200
2015-05-12,28.190704345703125,28.41690960439626,27.95553850040013,28.13023234720522,192640000
2015-05-13,28.22205924987793,28.4863401637973,28.19070403201726,28.253414467738597,138776800
2015-05-14,28.880521774291992,28.880521774291992,28.479622656033424,28.53561436300858,180814000
2015-05-15,28.8402099609375,29.001466353639586,28.714789081605353,28.907400694140478,152832000
2015-05-18,29.158241271972656,29.276943414923643,28.748381575241645,28.75286186859711,203531600
2015-05-19,29.131370544433594,29.312783150651594,29.035063019457528,29.270228901299124,178532800
2015-05-20,29.12912368774414,29.33517274939842,28.96786730602124,29.11568622551097,145819600
2015-05-21,29.426998138427734,29.48075140148702,29.07761047219789,29.131363735257175,158921600
2015-05-22,29.684558868408203,29.780866371759874,29.42923684708508,29.474032942111293,182384000
2015-05-26,29.030582427978516,29.767435289034083,28.91859900134078,29.69800611131276,282790400
2015-05-27,29.572572708129883,29.62184567409423,29.12688099435498,29.19182985814694,183332800
2015-05-28,29.514347076416016,29.55242102547569,29.36205128017731,29.532264831996294,122933200
2015-05-29,29.17839813232422,29.440438911472597,29.093289643939027,29.391165935824603,203538000
2015-06-01,29.23662757873535,29.427000745322438,29.126886022611334,29.178397435025925,128451200
2015-06-02,29.10672950744629,29.263505598366184,28.963390878967747,29.08433145840239,134670400
2015-06-03,29.142560958862305,29.32621538807771,29.09328798602219,29.263504953092546,123934000
2015-06-04,28.972349166870117,29.245588971936957,28.871564777205734,29.02162214269939,153800400
2015-06-05,28.81333351135254,29.04626094610704,28.748384629379633,29.003706698365573,142507200
2015-06-08,28.622955322265625,28.93874930396407,28.405707271093952,28.86931673112067,210699200
2015-06-09,28.537860870361328,28.685679838764017,28.134721491387374,28.376604435279035,224301600
2015-06-10,28.864852905273438,28.96787575742638,28.63416558100308,28.649843194426143,156349200
2015-06-11,28.799896240234375,29.156002709304314,28.775259750190756,28.932035860712467,141563600
